card name,card id,card number,card image url
Electrode,ecard2-H7,H7,https://images.pokemontcg.io/ecard2/H7_hires.png
Buneary,dpp-DP06,DP06,https://images.pokemontcg.io/dpp/DP06_hires.png
Gyarados,ru1-6,6,https://images.pokemontcg.io/ru1/6_hires.png
Giovanni's Machamp,gym2-6,6,https://images.pokemontcg.io/gym2/6_hires.png
Ledyba,si1-7,7,https://images.pokemontcg.io/si1/7_hires.png
Flaaffy,pop7-7,7,https://images.pokemontcg.io/pop7/7_hires.png
Grovyle,xy5-7,7,https://images.pokemontcg.io/xy5/7_hires.png
Ariados,xy7-6,6,https://images.pokemontcg.io/xy7/6_hires.png
Dark Persian,base6-6,6,https://images.pokemontcg.io/base6/6_hires.png
Combee,bw8-4,4,https://images.pokemontcg.io/bw8/4_hires.png
Hypno,base3-8,8,https://images.pokemontcg.io/base3/8_hires.png
Manectric,ex9-7,7,https://images.pokemontcg.io/ex9/7_hires.png
Tangrowth,bw7-6,6,https://images.pokemontcg.io/bw7/6_hires.png
Clefairy,base1-5,5,https://images.pokemontcg.io/base1/5_hires.png
Porygon-Z,dp4-6,6,https://images.pokemontcg.io/dp4/6_hires.png
Whimsicott,swsh1-6,6,https://images.pokemontcg.io/swsh1/6_hires.png
Servine,bw11-7,7,https://images.pokemontcg.io/bw11/7_hires.png
Ledyba,xy1-6,6,https://images.pokemontcg.io/xy1/6_hires.png
Charmeleon,sm75-2,2,https://images.pokemontcg.io/sm75/2_hires.png
Beedrill,sm9-5,5,https://images.pokemontcg.io/sm9/5_hires.png
Skiploom,bw6-2,2,https://images.pokemontcg.io/bw6/2_hires.png
Blastoise,base1-2,2,https://images.pokemontcg.io/base1/2_hires.png
Butterfree,sm3-3,3,https://images.pokemontcg.io/sm3/3_hires.png
Rampardos,pop6-5,5,https://images.pokemontcg.io/pop6/5_hires.png
Bagon,dv1-6,6,https://images.pokemontcg.io/dv1/6_hires.png
Camerupt,ex8-4,4,https://images.pokemontcg.io/ex8/4_hires.png
Mew,pop4-4,4,https://images.pokemontcg.io/pop4/4_hires.png
Paras,sm9-6,6,https://images.pokemontcg.io/sm9/6_hires.png
Empoleon,dp1-4,4,https://images.pokemontcg.io/dp1/4_hires.png
Regigigas,pop9-4,4,https://images.pokemontcg.io/pop9/4_hires.png
Bellossom,ex10-3,3,https://images.pokemontcg.io/ex10/3_hires.png
Cherubi,bw11-4,4,https://images.pokemontcg.io/bw11/4_hires.png
Bellossom,bw7-4,4,https://images.pokemontcg.io/bw7/4_hires.png
Dark Houndoom,ex7-5,5,https://images.pokemontcg.io/ex7/5_hires.png
Chansey,base1-3,3,https://images.pokemontcg.io/base1/3_hires.png
Groudon,ex9-5,5,https://images.pokemontcg.io/ex9/5_hires.png
Mothim,pop7-5,5,https://images.pokemontcg.io/pop7/5_hires.png
Eldegoss V,swsh35-5,5,https://images.pokemontcg.io/swsh35/5_hires.png
Kabutops,pl4-4,4,https://images.pokemontcg.io/pl4/4_hires.png
Shelgon,dv1-7,7,https://images.pokemontcg.io/dv1/7_hires.png
Oddish,sm3-4,4,https://images.pokemontcg.io/sm3/4_hires.png
Shiftry,xy2-7,7,https://images.pokemontcg.io/xy2/7_hires.png
Dark Dragonite,base6-5,5,https://images.pokemontcg.io/base6/5_hires.png
Roserade,sm5-5,5,https://images.pokemontcg.io/sm5/5_hires.png
Pikachu,basep-4,4,https://images.pokemontcg.io/basep/4_hires.png
Delibird,pop7-6,6,https://images.pokemontcg.io/pop7/6_hires.png
Rotom,pop9-5,5,https://images.pokemontcg.io/pop9/5_hires.png
Feraligatr,ex10-4,4,https://images.pokemontcg.io/ex10/4_hires.png
Crobat,neo3-4,4,https://images.pokemontcg.io/neo3/4_hires.png
Swampert,pop1-5,5,https://images.pokemontcg.io/pop1/5_hires.png
Dark Gengar,neo4-6,6,https://images.pokemontcg.io/neo4/6_hires.png
Flareon,ex10-5,5,https://images.pokemontcg.io/ex10/5_hires.png
Forretress,col1-5,5,https://images.pokemontcg.io/col1/5_hires.png
Salamence,dv1-8,8,https://images.pokemontcg.io/dv1/8_hires.png
Drifloon,pop6-6,6,https://images.pokemontcg.io/pop6/6_hires.png
Shaymin-EX,bw4-5,5,https://images.pokemontcg.io/bw4/5_hires.png
Snivy,bw11-6,6,https://images.pokemontcg.io/bw11/6_hires.png
Jolteon δ,ex11-7,7,https://images.pokemontcg.io/ex11/7_hires.png
Torchic,sm75-4,4,https://images.pokemontcg.io/sm75/4_hires.png
Beautifly,pop1-6,6,https://images.pokemontcg.io/pop1/6_hires.png
Lucario,dp1-6,6,https://images.pokemontcg.io/dp1/6_hires.png
Paras,sm1-4,4,https://images.pokemontcg.io/sm1/4_hires.png
Clefairy,base4-6,6,https://images.pokemontcg.io/base4/6_hires.png
Claydol,ex8-5,5,https://images.pokemontcg.io/ex8/5_hires.png
Yanmega,xy11-7,7,https://images.pokemontcg.io/xy11/7_hires.png
Carnivine,bw5-5,5,https://images.pokemontcg.io/bw5/5_hires.png
Turtwig,sm5-6,6,https://images.pokemontcg.io/sm5/6_hires.png
Sewaddle,xy4-5,5,https://images.pokemontcg.io/xy4/5_hires.png
Delibird,neo3-5,5,https://images.pokemontcg.io/neo3/5_hires.png
Tangela,sm12-5,5,https://images.pokemontcg.io/sm12/5_hires.png
Alakazam,ecard3-H1,H1,https://images.pokemontcg.io/ecard3/H1_hires.png
Arcanine,pl2-1,1,https://images.pokemontcg.io/pl2/1_hires.png
Paras,xy8-1,1,https://images.pokemontcg.io/xy8/1_hires.png
Tangrowth,sm12-6,6,https://images.pokemontcg.io/sm12/6_hires.png
Victini,swsh35-7,7,https://images.pokemontcg.io/swsh35/7_hires.png
Machamp,ex12-9,9,https://images.pokemontcg.io/ex12/9_hires.png
Chikorita,sm8-5,5,https://images.pokemontcg.io/sm8/5_hires.png
Alolan Exeggutor,sm6-2,2,https://images.pokemontcg.io/sm6/2_hires.png
Gyarados,base1-6,6,https://images.pokemontcg.io/base1/6_hires.png
Quagsire,hgss1-9,9,https://images.pokemontcg.io/hgss1/9_hires.png
Charmeleon,sm115-8,8,https://images.pokemontcg.io/sm115/8_hires.png
Milotic,ex9-8,8,https://images.pokemontcg.io/ex9/8_hires.png
Parasect,sm9-7,7,https://images.pokemontcg.io/sm9/7_hires.png
Dark Marowak,ex7-7,7,https://images.pokemontcg.io/ex7/7_hires.png
Arcanine,ecard3-H2,H2,https://images.pokemontcg.io/ecard3/H2_hires.png
Buizel,pop9-6,6,https://images.pokemontcg.io/pop9/6_hires.png
Exeggcute,swsh4-4,4,https://images.pokemontcg.io/swsh4/4_hires.png
Solrock,hgss4-9,9,https://images.pokemontcg.io/hgss4/9_hires.png
Crawdaunt,ex8-6,6,https://images.pokemontcg.io/ex8/6_hires.png
Dark Houndoom,neo4-7,7,https://images.pokemontcg.io/neo4/7_hires.png
Parasect,sm1-5,5,https://images.pokemontcg.io/sm1/5_hires.png
Armaldo,ex2-1,1,https://images.pokemontcg.io/ex2/1_hires.png
Bellsprout,sm7-1,1,https://images.pokemontcg.io/sm7/1_hires.png
Snivy,bwp-BW01,BW01,https://images.pokemontcg.io/bwp/BW01_hires.png
Incineroar V,swsh35-8,8,https://images.pokemontcg.io/swsh35/8_hires.png
Alolan Meowth,mcd19-10,10,https://images.pokemontcg.io/mcd19/10_hires.png
Butterfree,si1-9,9,https://images.pokemontcg.io/si1/9_hires.png
Hitmonchan,base1-7,7,https://images.pokemontcg.io/base1/7_hires.png
Riolu,pop6-8,8,https://images.pokemontcg.io/pop6/8_hires.png
Octillery,hgss2-6,6,https://images.pokemontcg.io/hgss2/6_hires.png
Dark Porygon2,neo4-8,8,https://images.pokemontcg.io/neo4/8_hires.png
Grovyle,pop4-7,7,https://images.pokemontcg.io/pop4/7_hires.png
Rayquaza,ex9-9,9,https://images.pokemontcg.io/ex9/9_hires.png
Exeggutor,swsh4-5,5,https://images.pokemontcg.io/swsh4/5_hires.png
Salamence,pl4-8,8,https://images.pokemontcg.io/pl4/8_hires.png
Articuno,ecard3-H3,H3,https://images.pokemontcg.io/ecard3/H3_hires.png
Seedot,xy11-9,9,https://images.pokemontcg.io/xy11/9_hires.png
Trevenant,sm2-7,7,https://images.pokemontcg.io/sm2/7_hires.png
Butterfree V,swsh3-1,1,https://images.pokemontcg.io/swsh3/1_hires.png
Caterpie,swsh2-1,1,https://images.pokemontcg.io/swsh2/1_hires.png
Venusaur-EX,xy12-1,1,https://images.pokemontcg.io/xy12/1_hires.png
Servine,xy10-6,6,https://images.pokemontcg.io/xy10/6_hires.png
Bayleef,sm8-7,7,https://images.pokemontcg.io/sm8/7_hires.png
Gyarados,ex8-8,8,https://images.pokemontcg.io/ex8/8_hires.png
Marowak δ,ex11-10,10,https://images.pokemontcg.io/ex11/10_hires.png
Torterra,sm5-9,9,https://images.pokemontcg.io/sm5/9_hires.png
Lt. Surge's Fearow,gym1-7,7,https://images.pokemontcg.io/gym1/7_hires.png
Victreebel,sm7-3,3,https://images.pokemontcg.io/sm7/3_hires.png
Volbeat,xy1-8,8,https://images.pokemontcg.io/xy1/8_hires.png
Cradily,ex2-3,3,https://images.pokemontcg.io/ex2/3_hires.png
Beautifly,bw6-8,8,https://images.pokemontcg.io/bw6/8_hires.png
Dark Slowking,ex7-9,9,https://images.pokemontcg.io/ex7/9_hires.png
Gabite,pop9-8,8,https://images.pokemontcg.io/pop9/8_hires.png
Koga's Beedrill,gym2-9,9,https://images.pokemontcg.io/gym2/9_hires.png
Dark Scizor,neo4-9,9,https://images.pokemontcg.io/neo4/9_hires.png
Grovyle,bw9-7,7,https://images.pokemontcg.io/bw9/7_hires.png
Zapdos,ru1-8,8,https://images.pokemontcg.io/ru1/8_hires.png
Sceptile,xy5-9,9,https://images.pokemontcg.io/xy5/9_hires.png
Jigglypuff,basep-7,7,https://images.pokemontcg.io/basep/7_hires.png
Yanma,swsh4-6,6,https://images.pokemontcg.io/swsh4/6_hires.png
Sizzlipede,swsh35-9,9,https://images.pokemontcg.io/swsh35/9_hires.png
Alolan Dugtrio,mcd19-11,11,https://images.pokemontcg.io/mcd19/11_hires.png
Tangrowth,sm3-8,8,https://images.pokemontcg.io/sm3/8_hires.png
Luxray,dp1-7,7,https://images.pokemontcg.io/dp1/7_hires.png
Espeon,neo2-1,1,https://images.pokemontcg.io/neo2/1_hires.png
Aggron,ex1-1,1,https://images.pokemontcg.io/ex1/1_hires.png
Deoxys δ,ex13-5,5,https://images.pokemontcg.io/ex13/5_hires.png
Latias,dv1-9,9,https://images.pokemontcg.io/dv1/9_hires.png
Accelgor,bw10-8,8,https://images.pokemontcg.io/bw10/8_hires.png
Onix,mcd19-9,9,https://images.pokemontcg.io/mcd19/9_hires.png
Greninja,det1-9,9,https://images.pokemontcg.io/det1/9_hires.png
Turtwig,sm5-7,7,https://images.pokemontcg.io/sm5/7_hires.png
Gyarados,base4-7,7,https://images.pokemontcg.io/base4/7_hires.png
Dark Raichu,base6-7,7,https://images.pokemontcg.io/base6/7_hires.png
Blaziken,sm75-6,6,https://images.pokemontcg.io/sm75/6_hires.png
Pidgeot,pop2-2,2,https://images.pokemontcg.io/pop2/2_hires.png
Simisage,bw2-2,2,https://images.pokemontcg.io/bw2/2_hires.png
Detective Pikachu,det1-10,10,https://images.pokemontcg.io/det1/10_hires.png
Swadloon,xy4-6,6,https://images.pokemontcg.io/xy4/6_hires.png
Tangela,sm3-7,7,https://images.pokemontcg.io/sm3/7_hires.png
Pinsir,xy8-3,3,https://images.pokemontcg.io/xy8/3_hires.png
Heracross,bw7-8,8,https://images.pokemontcg.io/bw7/8_hires.png
Alakazam,dp2-2,2,https://images.pokemontcg.io/dp2/2_hires.png
Combusken,pop3-7,7,https://images.pokemontcg.io/pop3/7_hires.png
Simisage,bw4-7,7,https://images.pokemontcg.io/bw4/7_hires.png
Deoxys δ,ex13-6,6,https://images.pokemontcg.io/ex13/6_hires.png
Pinsir,sm1-6,6,https://images.pokemontcg.io/sm1/6_hires.png
Murkrow,pop1-8,8,https://images.pokemontcg.io/pop1/8_hires.png
Silcoon,bw6-7,7,https://images.pokemontcg.io/bw6/7_hires.png
Kirlia,pop7-8,8,https://images.pokemontcg.io/pop7/8_hires.png
Ho-Oh,dp3-10,10,https://images.pokemontcg.io/dp3/10_hires.png
Gyarados,col1-7,7,https://images.pokemontcg.io/col1/7_hires.png
Rowlet,smp-SM01,SM01,https://images.pokemontcg.io/smp/SM01_hires.png
Floatzel GL,pl2-4,4,https://images.pokemontcg.io/pl2/4_hires.png
Raikou,pop2-3,3,https://images.pokemontcg.io/pop2/3_hires.png
Foongus,bw4-8,8,https://images.pokemontcg.io/bw4/8_hires.png
Butterfree VMAX,swsh3-2,2,https://images.pokemontcg.io/swsh3/2_hires.png
Combee,xy7-9,9,https://images.pokemontcg.io/xy7/9_hires.png
Sunflora,sm12-8,8,https://images.pokemontcg.io/sm12/8_hires.png
Durant,swsh1-8,8,https://images.pokemontcg.io/swsh1/8_hires.png
Metapod,swsh2-2,2,https://images.pokemontcg.io/swsh2/2_hires.png
Nuzleaf,xy11-10,10,https://images.pokemontcg.io/xy11/10_hires.png
Muk,ex12-11,11,https://images.pokemontcg.io/ex12/11_hires.png
Spiritomb,hgss4-10,10,https://images.pokemontcg.io/hgss4/10_hires.png
Pupitar,pop1-9,9,https://images.pokemontcg.io/pop1/9_hires.png
Metagross,pl3-7,7,https://images.pokemontcg.io/pl3/7_hires.png
Jolteon,ex10-8,8,https://images.pokemontcg.io/ex10/8_hires.png
Pinsir,sm9-9,9,https://images.pokemontcg.io/sm9/9_hires.png
Serperior,xy10-7,7,https://images.pokemontcg.io/xy10/7_hires.png
Sceptile,ex9-10,10,https://images.pokemontcg.io/ex9/10_hires.png
Forretress,hgss3-3,3,https://images.pokemontcg.io/hgss3/3_hires.png
Shuckle,hgss1-11,11,https://images.pokemontcg.io/hgss1/11_hires.png
Pansage,xy0-2,2,https://images.pokemontcg.io/xy0/2_hires.png
Ampharos,neo1-1,1,https://images.pokemontcg.io/neo1/1_hires.png
Bulbasaur,sm35-1,1,https://images.pokemontcg.io/sm35/1_hires.png
Magneton,base1-9,9,https://images.pokemontcg.io/base1/9_hires.png
Vespiquen,bw8-5,5,https://images.pokemontcg.io/bw8/5_hires.png
Vileplume,sm3-6,6,https://images.pokemontcg.io/sm3/6_hires.png
Serperior,bw1-5,5,https://images.pokemontcg.io/bw1/5_hires.png
Jigglypuff,si1-8,8,https://images.pokemontcg.io/si1/8_hires.png
Roselia,xy2-8,8,https://images.pokemontcg.io/xy2/8_hires.png
Phantump,sm2-6,6,https://images.pokemontcg.io/sm2/6_hires.png
Forretress,ex10-6,6,https://images.pokemontcg.io/ex10/6_hires.png
Espeon,ecard2-H9,H9,https://images.pokemontcg.io/ecard2/H9_hires.png
Team Magma's Aggron,ex4-7,7,https://images.pokemontcg.io/ex4/7_hires.png
Bastiodon GL,pl2-2,2,https://images.pokemontcg.io/pl2/2_hires.png
Latias δ,ex11-8,8,https://images.pokemontcg.io/ex11/8_hires.png
Scyther,bw7-7,7,https://images.pokemontcg.io/bw7/7_hires.png
Gastrodon West Sea,dp3-9,9,https://images.pokemontcg.io/dp3/9_hires.png
Entei,neo3-6,6,https://images.pokemontcg.io/neo3/6_hires.png
Exeggutor,xy6-2,2,https://images.pokemontcg.io/xy6/2_hires.png
Combusken,pop4-6,6,https://images.pokemontcg.io/pop4/6_hires.png
Gible,pop6-7,7,https://images.pokemontcg.io/pop6/7_hires.png
Double Rainbow Energy,pop5-4,4,https://images.pokemontcg.io/pop5/4_hires.png
Bellossom,hgss3-1,1,https://images.pokemontcg.io/hgss3/1_hires.png
Aggron,dp2-1,1,https://images.pokemontcg.io/dp2/1_hires.png
Pansage,bw2-1,1,https://images.pokemontcg.io/bw2/1_hires.png
Scyther,sma-SV1,SV1,https://images.pokemontcg.io/sma/SV1_hires.png
Rowlet,sma-SV2,SV2,https://images.pokemontcg.io/sma/SV2_hires.png
Kabutops,base3-9,9,https://images.pokemontcg.io/base3/9_hires.png
Dark Octillery,ex7-8,8,https://images.pokemontcg.io/ex7/8_hires.png
Dark Golbat,base5-7,7,https://images.pokemontcg.io/base5/7_hires.png
Roserade,xy2-9,9,https://images.pokemontcg.io/xy2/9_hires.png
Chikorita,sm8-6,6,https://images.pokemontcg.io/sm8/6_hires.png
Lt. Surge's Electabuzz,gym1-6,6,https://images.pokemontcg.io/gym1/6_hires.png
Latios δ,ex11-9,9,https://images.pokemontcg.io/ex11/9_hires.png
Charizard-GX,sm115-9,9,https://images.pokemontcg.io/sm115/9_hires.png
Ledian,xy1-7,7,https://images.pokemontcg.io/xy1/7_hires.png
Pikachu,ru1-7,7,https://images.pokemontcg.io/ru1/7_hires.png
Darkrai G,pl2-3,3,https://images.pokemontcg.io/pl2/3_hires.png
Maractus,swsh1-7,7,https://images.pokemontcg.io/swsh1/7_hires.png
Giovanni's Persian,gym2-8,8,https://images.pokemontcg.io/gym2/8_hires.png
Banette,ex5-1,1,https://images.pokemontcg.io/ex5/1_hires.png
Dugtrio,ex14-5,5,https://images.pokemontcg.io/ex14/5_hires.png
Wurmple,xy6-3,3,https://images.pokemontcg.io/xy6/3_hires.png
Serperior,bw11-8,8,https://images.pokemontcg.io/bw11/8_hires.png
Weedle,xy0-1,1,https://images.pokemontcg.io/xy0/1_hires.png
Manectric,pl1-11,11,https://images.pokemontcg.io/pl1/11_hires.png
Yanma,sm11-2,2,https://images.pokemontcg.io/sm11/2_hires.png
Leavanny,xy4-7,7,https://images.pokemontcg.io/xy4/7_hires.png
Beedrill,ecard3-H4,H4,https://images.pokemontcg.io/ecard3/H4_hires.png
Victini ◇,sm75-7,7,https://images.pokemontcg.io/sm75/7_hires.png
Politoed,hgss2-7,7,https://images.pokemontcg.io/hgss2/7_hires.png
Houndoom,ecard2-H11,H11,https://images.pokemontcg.io/ecard2/H11_hires.png
Sewaddle,bw2-3,3,https://images.pokemontcg.io/bw2/3_hires.png
Stantler,pop7-9,9,https://images.pokemontcg.io/pop7/9_hires.png
Jumpluff,dp3-11,11,https://images.pokemontcg.io/dp3/11_hires.png
Tepig,bwp-BW02,BW02,https://images.pokemontcg.io/bwp/BW02_hires.png
Cacnea,xy8-4,4,https://images.pokemontcg.io/xy8/4_hires.png
Silcoon,xy6-4,4,https://images.pokemontcg.io/xy6/4_hires.png
Genesect,bw10-10,10,https://images.pokemontcg.io/bw10/10_hires.png
Tentacruel,si1-10,10,https://images.pokemontcg.io/si1/10_hires.png
Swalot,pl4-9,9,https://images.pokemontcg.io/pl4/9_hires.png
Wimpod,sm2-8,8,https://images.pokemontcg.io/sm2/8_hires.png
Magmar,sm115-10,10,https://images.pokemontcg.io/sm115/10_hires.png
Clefable,base2-1,1,https://images.pokemontcg.io/base2/1_hires.png
Chespin,xyp-XY01,XY01,https://images.pokemontcg.io/xyp/XY01_hires.png
Heatran,pop8-1,1,https://images.pokemontcg.io/pop8/1_hires.png
Ditto,ex6-4,4,https://images.pokemontcg.io/ex6/4_hires.png
Sceptile-EX,xy7-7,7,https://images.pokemontcg.io/xy7/7_hires.png
Dark Dugtrio,base5-6,6,https://images.pokemontcg.io/base5/6_hires.png
Giovanni's Nidoking,gym2-7,7,https://images.pokemontcg.io/gym2/7_hires.png
Groudon,col1-6,6,https://images.pokemontcg.io/col1/6_hires.png
Probopass,pl4-7,7,https://images.pokemontcg.io/pl4/7_hires.png
Snivy,xy10-5,5,https://images.pokemontcg.io/xy10/5_hires.png
Cranidos,dpp-DP07,DP07,https://images.pokemontcg.io/dpp/DP07_hires.png
Beedrill,ex6-1,1,https://images.pokemontcg.io/ex6/1_hires.png
Entei,pop2-1,1,https://images.pokemontcg.io/pop2/1_hires.png
Weepinbell,sm7-2,2,https://images.pokemontcg.io/sm7/2_hires.png
Team Magma's Claydol,ex4-8,8,https://images.pokemontcg.io/ex4/8_hires.png
Raichu,hgss1-10,10,https://images.pokemontcg.io/hgss1/10_hires.png
Butterfree,ex6-2,2,https://images.pokemontcg.io/ex6/2_hires.png
Serperior,bw1-6,6,https://images.pokemontcg.io/bw1/6_hires.png
Mew,ex12-10,10,https://images.pokemontcg.io/ex12/10_hires.png
Cacturne,ex2-2,2,https://images.pokemontcg.io/ex2/2_hires.png
Exeggcute,sm9-8,8,https://images.pokemontcg.io/sm9/8_hires.png
Sunkern,sm12-7,7,https://images.pokemontcg.io/sm12/7_hires.png
Houndoom,ex10-7,7,https://images.pokemontcg.io/ex10/7_hires.png
Hitmonchan,base4-8,8,https://images.pokemontcg.io/base4/8_hires.png
Dusclops,ex8-7,7,https://images.pokemontcg.io/ex8/7_hires.png
Latios,dv1-10,10,https://images.pokemontcg.io/dv1/10_hires.png
Giratina,pl1-10,10,https://images.pokemontcg.io/pl1/10_hires.png
Exeggutor,ecard2-H10,H10,https://images.pokemontcg.io/ecard2/H10_hires.png
M Sceptile-EX,xy7-8,8,https://images.pokemontcg.io/xy7/8_hires.png
Grotle,sm5-8,8,https://images.pokemontcg.io/sm5/8_hires.png
Espeon,hgss3-2,2,https://images.pokemontcg.io/hgss3/2_hires.png
Rowlet & Alolan Exeggutor-GX,sm11-1,1,https://images.pokemontcg.io/sm11/1_hires.png
Croagunk,pop9-7,7,https://images.pokemontcg.io/pop9/7_hires.png
Virizion-EX,bw10-9,9,https://images.pokemontcg.io/bw10/9_hires.png
Treecko,bw9-6,6,https://images.pokemontcg.io/bw9/6_hires.png
Maractus,xy2-10,10,https://images.pokemontcg.io/xy2/10_hires.png
Lapras,base3-10,10,https://images.pokemontcg.io/base3/10_hires.png
Team Magma's Groudon,ex4-9,9,https://images.pokemontcg.io/ex4/9_hires.png
Dewgong,ex6-3,3,https://images.pokemontcg.io/ex6/3_hires.png
Ho-oh,neo3-7,7,https://images.pokemontcg.io/neo3/7_hires.png
Hitmontop,col1-8,8,https://images.pokemontcg.io/col1/8_hires.png
Claydol,ex5-2,2,https://images.pokemontcg.io/ex5/2_hires.png
Shieldon,dpp-DP08,DP08,https://images.pokemontcg.io/dpp/DP08_hires.png
Dark Gyarados,base5-8,8,https://images.pokemontcg.io/base5/8_hires.png
Mr. Mime,det1-11,11,https://images.pokemontcg.io/det1/11_hires.png
Surskit,sm1-7,7,https://images.pokemontcg.io/sm1/7_hires.png
M Venusaur-EX,xy12-2,2,https://images.pokemontcg.io/xy12/2_hires.png
Machamp,base1-8,8,https://images.pokemontcg.io/base1/8_hires.png
Flygon δ,ex13-7,7,https://images.pokemontcg.io/ex13/7_hires.png
Sewaddle,bw11-9,9,https://images.pokemontcg.io/bw11/9_hires.png
Alakazam,ecard1-1,1,https://images.pokemontcg.io/ecard1/1_hires.png
Pheromosa & Buzzwole-GX,sm10-1,1,https://images.pokemontcg.io/sm10/1_hires.png
Leafeon,bw5-6,6,https://images.pokemontcg.io/bw5/6_hires.png
Palkia G,pl1-12,12,https://images.pokemontcg.io/pl1/12_hires.png
Amoonguss,bw4-9,9,https://images.pokemontcg.io/bw4/9_hires.png
Mew,basep-8,8,https://images.pokemontcg.io/basep/8_hires.png
Tangrowth,pl4-10,10,https://images.pokemontcg.io/pl4/10_hires.png
Forretress,neo2-2,2,https://images.pokemontcg.io/neo2/2_hires.png
Oshawott,bwp-BW03,BW03,https://images.pokemontcg.io/bwp/BW03_hires.png
Swampert,ex9-11,11,https://images.pokemontcg.io/ex9/11_hires.png
Celebi-EX,bw7-9,9,https://images.pokemontcg.io/bw7/9_hires.png
Ho-Oh,col1-9,9,https://images.pokemontcg.io/col1/9_hires.png
Cascoon,bw6-9,9,https://images.pokemontcg.io/bw6/9_hires.png
Karrablast,xy4-8,8,https://images.pokemontcg.io/xy4/8_hires.png
Charmeleon δ,pop5-5,5,https://images.pokemontcg.io/pop5/5_hires.png
Rayquaza,dv1-11,11,https://images.pokemontcg.io/dv1/11_hires.png
Charizard-EX,xy2-11,11,https://images.pokemontcg.io/xy2/11_hires.png
Houndoom,neo3-8,8,https://images.pokemontcg.io/neo3/8_hires.png
Butterfree,swsh2-3,3,https://images.pokemontcg.io/swsh2/3_hires.png
Beautifly,ex1-2,2,https://images.pokemontcg.io/ex1/2_hires.png
Lucario,pop8-2,2,https://images.pokemontcg.io/pop8/2_hires.png
Rotom,dp4-7,7,https://images.pokemontcg.io/dp4/7_hires.png
Lopunny,pop9-9,9,https://images.pokemontcg.io/pop9/9_hires.png
Genesect-EX,bw10-11,11,https://images.pokemontcg.io/bw10/11_hires.png
Hypno,ecard2-H12,H12,https://images.pokemontcg.io/ecard2/H12_hires.png
Flygon,pl2-5,5,https://images.pokemontcg.io/pl2/5_hires.png
Chikorita,xy9-1,1,https://images.pokemontcg.io/xy9/1_hires.png
Dark Hypno,base5-9,9,https://images.pokemontcg.io/base5/9_hires.png
Ho-Oh,hsp-HGSS01,HGSS01,https://images.pokemontcg.io/hsp/HGSS01_hires.png
